Transaccion_ID, SKU_ID   , Fecha_Venta, Cantidad_Vendida, Precio_Venta_Final, Costo_Envio, Tiempo_Entrega_Real, Estado_Envio, Ciudad_Destino, Canal_Venta, Feedback_ID, Rating_Producto, Rating_Logistica, Comentario_Texto, Recomienda_Marca, Ticket_Soporte_Abierto, Edad_Cliente, Satisfaccion_NPS, Categoria  , Stock_Actual, Costo_Unitario_USD, Punto_Reorden, Lead_Time_Dias, Bodega_Origen, Ultima_Revision, Rating_Servicio
TRX-13153     , PROD-2880, 2025-08-09 ,                2,             388.95,       57.92,                  15, Retrasado   , Bogotá        , App        , FB-9032    ,               1,                3, Excelente       , MAYBE           , Sí                    ,           65, 68.7            , Laptops    , 362.0       ,              85.73,           225,              5, BOD-EXT-99   , 2025-10-13     ,             0.6
TRX-13160     , PROD-1330, 2025-08-28 ,               12,             536.88,       30.73,                  14, Devuelto    , Bucaramanga   , Online     , FB-9951    ,               1,                4, Excelente       , SI              , Sí                    ,           22, 76.9            , Laptops    , 669.0       ,             426.75,           235,              0, ZONA_FRANCA  , 2025-08-24     ,             0.8
TRX-13163     , PROD-1129, 2024-12-04 ,               14,              55.58,       95.55,                  22, Perdido     , Bogotá        , Online     , FB-10837   ,               1,                1, No volvería     , SI              , No                    ,           30, 14.5            , Accesorios , 743.0       ,             416.64,           299,             27, BOD-EXT-99   , 2025-09-05     ,             0.2
TRX-13172     , PROD-1038, 2025-04-08 ,                2,             342.01,       30.96,                   4, En Camino   , Medellín      , Online     , FB-8417    ,               3,                2, Excelente       , SI              , Sí                    ,           44, -47.8           , Laptops    , 885.0       ,             319.31,           299,              0, NORTE        , 2025-09-05     ,             1.2
TRX-13172     , PROD-1038, 2025-04-08 ,                2,             342.01,       30.96,                   4, En Camino   , Medellín      , Online     , FB-11682   ,               1,                5, Dañado          , MAYBE           , Sí                    ,           83, -50.8           , Laptops    , 885.0       ,             319.31,           299,              0, NORTE        , 2025-09-05     ,             1.0
TRX-13174     , PROD-1701, 2025-07-30 ,                9,             277.66,       80.95,                   2, Retrasado   , Cali          , Online     , FB-8292    ,               5,                2, Precio justo    , SI              , Sí                    ,           26, 23.9            , Smartphones, 1028.0      ,            1441.7 ,           227,              5, OCCIDENTE    , 2025-09-18     ,             2.0
TRX-13175     , PROD-1338, 2024-09-29 ,                4,            1597.1 ,       45.29,                  13, Devuelto    , Bucaramanga   , Online     , FB-10748   ,               1,                1, Lento           , SI              , No                    ,           67, -22.3           , Accesorios , 1412.0      ,            1247.79,           258,             10, BOD-EXT-99   , 2025-04-09     ,             0.2
TRX-13175     , PROD-1338, 2024-09-29 ,                4,            1597.1 ,       45.29,                  13, Devuelto    , Bucaramanga   , Online     , FB-11225   ,               2,                4, Excelente       , SI              , No                    ,           43, 75.6            , Accesorios , 1412.0      ,            1247.79,           258,             10, BOD-EXT-99   , 2025-04-09     ,             1.6
TRX-13177     , PROD-2777, 2025-09-25 ,                8,             319.47,       32.26,                   8, Devuelto    , Cali          , Físico     , FB-11103   ,               5,                5, No volvería     , NO              , No                    ,           67, 55.4            , Smartphones, 1101.0      ,             148.65,           142,              3, OCCIDENTE    , 2025-01-30     ,             5.0
TRX-13182     , PROD-3163, 2024-12-29 ,               12,              10.48,       27.34,                   9, Devuelto    , Bucaramanga   , App        , FB-9122    ,               5,                3, Precio justo    , NO              , Sí                    ,           27, 29.6            , Accesorios , 740.0       ,             514.02,           130,             10, BOD-EXT-99   , 2025-05-14     ,             3.0
TRX-13183     , PROD-1174, 2025-06-17 ,                3,            1397.01,       18.07,                  11, Retrasado   , Barranquilla  , Online     , FB-8840    ,               1,                3, Lento           , MAYBE           , Sí                    ,           53, 29.8            , Smartphones, 1692.0      ,            1258.78,           235,              5, OCCIDENTE    , 2024-03-25     ,             0.6
TRX-13185     , PROD-1865, 2026-02-04 ,                6,             427.65,       73.93,                  29, Perdido     , Bucaramanga   , Online     , FB-8504    ,               5,                3, Dañado          , SI              , Sí                    ,           23, 9.9             , Laptops    , 1227.0      ,            1402.49,           188,             10, NORTE        , 2025-08-14     ,             3.0
TRX-13185     , PROD-1865, 2026-02-04 ,                6,             427.65,       73.93,                  29, Perdido     , Bucaramanga   , Online     , FB-8850    ,               4,                1, Excelente       , NO              , No                    ,           43, -70.9           , Laptops    , 1227.0      ,            1402.49,           188,             10, NORTE        , 2025-08-14     ,             0.8
TRX-13188     , PROD-2947, 2026-01-30 ,               11,            1008.62,       22.4 ,                  27, Retrasado   , Bogotá        , App        , FB-8336    ,               5,                2, Precio justo    , SI              , Sí                    ,           21, 99.5            , Tablets    , 1137.0      ,             320.56,           212,             27, NORTE        , 2025-03-07     ,             2.0
TRX-13190     , PROD-1190, 2025-02-09 ,                3,             910.98,       75.76,                   2, En Camino   , Medellín      , Online     , FB-10347   ,               1,                5, Lento           , SI              , Sí                    ,           20, -44.7           , Smartphones, 1179.0      ,             657.82,           132,             10, OCCIDENTE    , 2024-09-27     ,             1.0
